,cand_nm,contb_receipt_dt_format,contb_receipt_amt
350,"Obama, Barack",2012-03-19 00:00:00,423357.67
351,"Obama, Barack",2012-03-20 00:00:00,464815.34
352,"Obama, Barack",2012-03-21 00:00:00,472630.43
353,"Obama, Barack",2012-03-22 00:00:00,548905.1599999999
354,"Obama, Barack",2012-03-23 00:00:00,413114.48
355,"Obama, Barack",2012-03-24 00:00:00,180954.08
356,"Obama, Barack",2012-03-25 00:00:00,176519.95
357,"Obama, Barack",2012-03-26 00:00:00,798664.3900000004
358,"Obama, Barack",2012-03-27 00:00:00,1015542.4000000001
359,"Obama, Barack",2012-03-28 00:00:00,1109949.6
360,"Obama, Barack",2012-03-29 00:00:00,1085869.6900000004
361,"Obama, Barack",2012-03-30 00:00:00,1874801.1400000001
362,"Obama, Barack",2012-03-31 00:00:00,4069720.04
363,"Obama, Barack",2012-04-01 00:00:00,203095.05000000002
364,"Obama, Barack",2012-04-02 00:00:00,279790.87
365,"Obama, Barack",2012-04-03 00:00:00,267921.24
366,"Obama, Barack",2012-04-04 00:00:00,240107.12999999998
367,"Obama, Barack",2012-04-05 00:00:00,428511.46
368,"Obama, Barack",2012-04-06 00:00:00,387553.18000000005
369,"Obama, Barack",2012-04-07 00:00:00,105830.52
370,"Obama, Barack",2012-04-08 00:00:00,100355.94
371,"Obama, Barack",2012-04-09 00:00:00,409336.92999999993
372,"Obama, Barack",2012-04-10 00:00:00,343677.18
373,"Obama, Barack",2012-04-11 00:00:00,405734.88
374,"Obama, Barack",2012-04-12 00:00:00,406260.82999999996
375,"Obama, Barack",2012-04-13 00:00:00,593690.31
376,"Obama, Barack",2012-04-14 00:00:00,157504.72999999998
377,"Obama, Barack",2012-04-15 00:00:00,132437.95
378,"Obama, Barack",2012-04-16 00:00:00,469047.14999999997
379,"Obama, Barack",2012-04-17 00:00:00,376669.32
380,"Obama, Barack",2012-04-18 00:00:00,342695.0
381,"Obama, Barack",2012-04-19 00:00:00,678395.4900000001
382,"Obama, Barack",2012-04-20 00:00:00,639675.85
383,"Obama, Barack",2012-04-21 00:00:00,323931.43
384,"Obama, Barack",2012-04-22 00:00:00,210114.49
385,"Obama, Barack",2012-04-23 00:00:00,765736.52
386,"Obama, Barack",2012-04-24 00:00:00,886617.4500000001
387,"Obama, Barack",2012-04-25 00:00:00,696186.7
388,"Obama, Barack",2012-04-26 00:00:00,535320.3800000001
389,"Obama, Barack",2012-04-27 00:00:00,742063.01
390,"Obama, Barack",2012-04-28 00:00:00,484560.83999999997
391,"Obama, Barack",2012-04-29 00:00:00,345019.68999999994
392,"Obama, Barack",2012-04-30 00:00:00,3487058.5000000005
393,"Obama, Barack",2012-05-01 00:00:00,198991.97999999998
394,"Obama, Barack",2012-05-02 00:00:00,181038.39999999997
395,"Obama, Barack",2012-05-03 00:00:00,159815.43
396,"Obama, Barack",2012-05-04 00:00:00,373878.82999999996
397,"Obama, Barack",2012-05-05 00:00:00,244023.33000000002
398,"Obama, Barack",2012-05-06 00:00:00,232337.32000000004
399,"Obama, Barack",2012-05-07 00:00:00,467562.63
400,"Obama, Barack",2012-05-08 00:00:00,509243.95
401,"Obama, Barack",2012-05-09 00:00:00,2210031.81
402,"Obama, Barack",2012-05-10 00:00:00,2128899.79
403,"Obama, Barack",2012-05-11 00:00:00,955202.57
404,"Obama, Barack",2012-05-12 00:00:00,276734.97
405,"Obama, Barack",2012-05-13 00:00:00,237002.43
406,"Obama, Barack",2012-05-14 00:00:00,600565.4899999999
407,"Obama, Barack",2012-05-15 00:00:00,953174.03
408,"Obama, Barack",2012-05-16 00:00:00,686628.96
409,"Obama, Barack",2012-05-17 00:00:00,781164.0999999999
410,"Obama, Barack",2012-05-18 00:00:00,936600.49
